scopus_id,article_number,title,eid,citedby_count,creator,aggregationType,coverDate,coverDisplayDate,doi,eIssn,issn,issueIdentifier,pageRange,publication,url,volume,subtype,subtype_description
SCOPUS_ID:0000345370,,Monolayer dispersion of oxide additives on SnO<inf>2</inf>and their promoting effects on thermal stability of SnO<inf>2</inf>ultrafine particles,2-s2.0-0000345370,42,Yang G.,Journal,2000-01-01,2000,10.1023/A:1004702508967,,00222461,4,917-923,Journal of Materials Science,http://api.elsevier.com/content/abstract/scopus_id/0000345370,35,ar,Article
SCOPUS_ID:30344469947,,Monolayer oxide modification on HZSM-5 and its role in selective methylation of toluene,2-s2.0-30344469947,1,Xiangyun L.,Journal,1997-12-01,1997,,,10018719,SPEC. ISS.,66-73,Acta Petrolei Sinica (Petroleum Processing Section),http://api.elsevier.com/content/abstract/scopus_id/30344469947,13,ar,Article
SCOPUS_ID:45149135642,,Application of ion scattering spectroscopy to investigations of the interaction between the active component and carrier in supported catalysts,2-s2.0-45149135642,0,Qinlin G.,Journal,1990-01-01,April 1990,10.1016/0021-9517(90)90300-9,10902694,00219517,2,457-461,Journal of Catalysis,http://api.elsevier.com/content/abstract/scopus_id/45149135642,122,ar,Article
SCOPUS_ID:77956965832,,Solid/Solid Adsorption,2-s2.0-77956965832,1,Youchang X.,Book Series,1985-01-01,1 January 1985,10.1016/S0167-2991(08)64917-4,,01672991,C,139-148,Studies in Surface Science and Catalysis,http://api.elsevier.com/content/abstract/scopus_id/77956965832,21,ar,Article
SCOPUS_ID:84907388495,374572,Lorentz violation of the photon sector in field theory models,2-s2.0-84907388495,2,Zhou L.,Journal,2014-01-01,2014,10.1155/2014/374572,16877365,16877357,,,Advances in High Energy Physics,http://api.elsevier.com/content/abstract/scopus_id/84907388495,2014,ar,Article
SCOPUS_ID:33751393007,037501,Nucleon transversity distribution from azimuthal spin asymmetry in pion electroproduction,2-s2.0-33751393007,2,Bo-Qiang M.,Journal,2001-12-01,2001,10.1103/PhysRevD.63.037501,,05562821,3,,Physical Review D,http://api.elsevier.com/content/abstract/scopus_id/33751393007,63,ar,Article
SCOPUS_ID:34347374563,014017,Helicity and transversity distributions of the nucl¨¦on and a hyperon from a fragmentation,2-s2.0-34347374563,1,Bo-Qiang M.,Journal,2001-12-01,2001,10.1103/PhysRevD.64.014017,,05562821,1,,Physical Review D,http://api.elsevier.com/content/abstract/scopus_id/34347374563,64,ar,Article
SCOPUS_ID:84875854297,,From 'wannabe' Silicon Valley to global back office? Examining the socio-spatial consequences of technopole planning practices in Malaysia,2-s2.0-84875854297,5,Brooker D.,Journal,2013-04-01,April 2013,10.1111/apv.12001,14678373,13607456,1,1-14,Asia Pacific Viewpoint,http://api.elsevier.com/content/abstract/scopus_id/84875854297,54,ar,Article
SCOPUS_ID:84883048964,,Multiple pathways to global city formation: A functional approach and review of recent evidence in China,2-s2.0-84883048964,16,Chubarov I.,Journal,2013-01-01,December 2013,10.1016/j.cities.2013.05.008,,02642751,,181-189,Cities,http://api.elsevier.com/content/abstract/scopus_id/84883048964,35,ar,Article
SCOPUS_ID:79961198111,,Servicing a world elsewhere? Examining everyday work practices in the emerging economic spaces of Malaysia's business process outsourcing industry,2-s2.0-79961198111,0,Brooker D.,Journal,2011-07-01,July 2011,10.1111/j.1467-9493.2011.00426.x,14679493,01297619,2,141-154,Singapore Journal of Tropical Geography,http://api.elsevier.com/content/abstract/scopus_id/79961198111,32,ar,Article
SCOPUS_ID:54049130500,,"Effect of berberine on hepatocyte proliferation, inducible nitric oxide synthase expression, cytochrome P450 2E1 and 1A2 activities in diethylnitrosamine- and phenobarbital-treated rats",2-s2.0-54049130500,35,Zhao X.,Journal,2008-11-01,November 2008,10.1016/j.biopha.2007.02.009,,07533322,9,567-572,Biomedicine and Pharmacotherapy,http://api.elsevier.com/content/abstract/scopus_id/54049130500,62,ar,Article
SCOPUS_ID:33846845118,,"Genetic polymorphisms in MDR1 and CYP3A5 and MDR1 haplotype in mainland Chinese Han, Uygur and Kazakh ethnic groups",2-s2.0-33846845118,47,Li D.,Journal,2007-02-01,February 2007,10.1111/j.1365-2710.2007.00791.x,13652710,02694727,1,89-95,Journal of Clinical Pharmacy and Therapeutics,http://api.elsevier.com/content/abstract/scopus_id/33846845118,32,ar,Article
SCOPUS_ID:33747201421,,Pharmacokinetics of gatifloxacin mesylate and gatifloxacin in rats in vivo,2-s2.0-33747201421,0,Bu X.,Journal,2006-01-01,June 2006,,,10011978,6,751-754,Chinese Pharmacological Bulletin,http://api.elsevier.com/content/abstract/scopus_id/33747201421,22,ar,Article
SCOPUS_ID:6944252354,,Effect of inducible nitric oxide synthesis inhibitor on CYP1A2 protein expression in BCG-immune liver damage in mice,2-s2.0-6944252354,0,Xue Y.,Journal,2004-08-01,August 2004,,,10093079,8,1849-1852,World Chinese Journal of Digestology,http://api.elsevier.com/content/abstract/scopus_id/6944252354,12,ar,Article
SCOPUS_ID:85019922819,,Spliceosomal protein eftud2 mutation leads to p53-dependent apoptosis in zebrafish neural progenitors,2-s2.0-85019922819,0,Lei L.,Journal,2016-01-01,2016,10.1093/nar/gkw1043,13624962,03051048,6,3422-3436,Nucleic Acids Research,http://api.elsevier.com/content/abstract/scopus_id/85019922819,45,ar,Article
SCOPUS_ID:84932102175,,Mecp2 regulates neural cell differentiation by suppressing the Id1 to Her2 axis in zebrafish,2-s2.0-84932102175,7,Gao H.,Journal,2015-01-01,2015,10.1242/jcs.167874,14779137,00219533,12,2340-2350,Journal of Cell Science,http://api.elsevier.com/content/abstract/scopus_id/84932102175,128,ar,Article
SCOPUS_ID:84902455631,,Protein tyrosine phosphatase PTPN9 regulates erythroid cell development through STAT3 dephosphorylation in zebrafish,2-s2.0-84902455631,7,Bu Y.,Journal,2014-01-01,2014,10.1242/jcs.145367,14779137,00219533,12,2761-2770,Journal of Cell Science,http://api.elsevier.com/content/abstract/scopus_id/84902455631,127,ar,Article
SCOPUS_ID:84877887946,,Genetic interaction between pku300 and fbn2b controls endocardial cell proliferation and valve development in zebrafish,2-s2.0-84877887946,6,Wang X.,Journal,2013-03-15,15 March 2013,10.1242/jcs.116996,14779137,00219533,6,1381-1391,Journal of Cell Science,http://api.elsevier.com/content/abstract/scopus_id/84877887946,126,ar,Article
SCOPUS_ID:84949981392,,Fast algorithms and VLSI architecture design for HEVC intra-mode decision,2-s2.0-84949981392,0,Huang X.,Journal,2016-08-01,1 August 2016,10.1007/s11554-015-0549-8,,18618200,2,285-302,Journal of Real-Time Image Processing,http://api.elsevier.com/content/abstract/scopus_id/84949981392,12,ar,Article
SCOPUS_ID:84983390765,7539109,Adaptive perceptual preprocessing for video coding,2-s2.0-84983390765,0,Xiang G.,Conference Proceeding,2016-07-29,29 July 2016,10.1109/ISCAS.2016.7539109,,02714310,,2535-2538,Proceedings - IEEE International Symposium on Circuits and Systems,http://api.elsevier.com/content/abstract/scopus_id/84983390765,2016-July,cp,Conference Paper
SCOPUS_ID:84978969239,7457873,An adaptive inter CU depth decision algorithm for HEVC,2-s2.0-84978969239,2,Liu J.,Conference Proceeding,2016-04-21,21 April 2016,10.1109/VCIP.2015.7457873,,,,,"2015 Visual Communications and Image Processing, VCIP 2015",http://api.elsevier.com/content/abstract/scopus_id/84978969239,,cp,Conference Paper
SCOPUS_ID:84910127208,,A background modeling scheme based on high efficiency motion classification for surveillance video coding,2-s2.0-84910127208,0,Liao P.,Book Series,2014-01-01,2014,,16113349,03029743,,44-53,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),http://api.elsevier.com/content/abstract/scopus_id/84910127208,8879,cp,Conference Paper
SCOPUS_ID:84862968160,6103777,Blind image tampering identification based on histogram features,2-s2.0-84862968160,2,Cai K.,Conference Proceeding,2011-12-01,2011,10.1109/MINES.2011.116,,,,300-303,"Proceedings - 3rd International Conference on Multimedia Information Networking and Security, MINES 2011",http://api.elsevier.com/content/abstract/scopus_id/84862968160,,cp,Conference Paper
SCOPUS_ID:78650016133,,Attacks and design of image recognition CAPTCHAs,2-s2.0-78650016133,69,Zhu B.,Conference Proceeding,2010-12-16,2010,10.1145/1866307.1866329,,15437221,,187-200,Proceedings of the ACM Conference on Computer and Communications Security,http://api.elsevier.com/content/abstract/scopus_id/78650016133,,cp,Conference Paper
SCOPUS_ID:78751519920,5670973,Blind tampering identification by incorporating EFR and calibration,2-s2.0-78751519920,0,Cai K.,Conference Proceeding,2010-12-01,2010,10.1109/MINES.2010.85,,,,379-383,"Proceedings - 2010 2nd International Conference on Multimedia Information Networking and Security, MINES 2010",http://api.elsevier.com/content/abstract/scopus_id/78751519920,,cp,Conference Paper
SCOPUS_ID:78651097195,5651567,Reliable histogram features for detecting LSB matching,2-s2.0-78651097195,34,Cai K.,Conference Proceeding,2010-12-01,2010,10.1109/ICIP.2010.5651567,,15224880,,1761-1764,"Proceedings - International Conference on Image Processing, ICIP",http://api.elsevier.com/content/abstract/scopus_id/78651097195,,cp,Conference Paper
SCOPUS_ID:85013158329,7813372,Two-layer large-scale cover song identification system based on music structure segmentation,2-s2.0-85013158329,0,Cai K.,Conference Proceeding,2017-01-10,10 January 2017,10.1109/MMSP.2016.7813372,,,,,"2016 IEEE 18th International Workshop on Multimedia Signal Processing, MMSP 2016",http://api.elsevier.com/content/abstract/scopus_id/85013158329,,cp,Conference Paper
SCOPUS_ID:85006051912,,Cross-similarity measurement of music sections: A framework for large-scale cover song identification,2-s2.0-85006051912,0,Cai K.,Book Series,2017-01-01,2017,10.1007/978-3-319-50209-0_19,21903026,21903018,,151-158,"Smart Innovation, Systems and Technologies",http://api.elsevier.com/content/abstract/scopus_id/85006051912,63,cp,Conference Paper
SCOPUS_ID:84989890909,,PKU-AIPL' solution for MediaEval 2015 emotion in music task,2-s2.0-84989890909,0,Cai K.,Conference Proceeding,2015-01-01,2015,,,16130073,,,CEUR Workshop Proceedings,http://api.elsevier.com/content/abstract/scopus_id/84989890909,1436,cp,Conference Paper
SCOPUS_ID:84909953645,,Beatsens' solution for MediaEval 2014 emotion in music task,2-s2.0-84909953645,0,Yang W.,Conference Proceeding,2014-01-01,2014,,,16130073,,,CEUR Workshop Proceedings,http://api.elsevier.com/content/abstract/scopus_id/84909953645,1263,cp,Conference Paper
SCOPUS_ID:84878747908,,"Concept, characteristics, and implementary policy of freshwater ecosystem function management regionalization",2-s2.0-84878747908,6,Meng W.,Journal,2013-01-01,May 2013,,,10016929,5,465-471,Research of Environmental Sciences,http://api.elsevier.com/content/abstract/scopus_id/84878747908,26,ar,Article
SCOPUS_ID:79951779455,,"Key aquatic environmental factors affecting ecosystem health of streams in the Dianchi Lake Watershed, China",2-s2.0-79951779455,10,Huang Y.,Conference Proceeding,2010-12-01,2010,10.1016/j.proenv.2010.10.098,18780296,,,868-880,Procedia Environmental Sciences,http://api.elsevier.com/content/abstract/scopus_id/79951779455,2,cp,Conference Paper
SCOPUS_ID:65649089179,,Correlation of precipitation to temperature variation in the Huanghe River (Yellow River) basin during 1957-2006,2-s2.0-65649089179,36,Huang Y.,Journal,2009-06-15,15 June 2009,10.1016/j.jhydrol.2009.03.029,,00221694,1-4,1-8,Journal of Hydrology,http://api.elsevier.com/content/abstract/scopus_id/65649089179,372,ar,Article
SCOPUS_ID:33750983334,,"Construction of urban green space ecosystem by using corridor network: A case study in west urban area of Dongying City, Shandong Province",2-s2.0-33750983334,4,Huang Y.,Journal,2006-09-01,September 2006,,,10019332,9,1683-1687,Chinese Journal of Applied Ecology,http://api.elsevier.com/content/abstract/scopus_id/33750983334,17,ar,Article
SCOPUS_ID:27644559060,,Osteogenesis in vivo of bone marrow-derived stromal cells modified by retroviral vector encoding human bone morphogenic protein-2 cDNA,2-s2.0-27644559060,0,Cai S.,Journal,2005-07-14,14 July 2005,,,16715926,26,51-53,Chinese Journal of Clinical Rehabilitation,http://api.elsevier.com/content/abstract/scopus_id/27644559060,9,ar,Article
SCOPUS_ID:20544464211,,Construction of the recombinant adenoviral vector carrying human bone morphogenetic protein-7 cDNA and its expression in myoblasts of rats,2-s2.0-20544464211,0,Yang M.,Journal,2005-02-01,February 2005,,,16715926,6,56-58,Chinese Journal of Clinical Rehabilitation,http://api.elsevier.com/content/abstract/scopus_id/20544464211,9,ar,Article
SCOPUS_ID:0036296154,,Expression of human VEGF<inf>121</inf>cDNA in mouse bone marrow stromal cells,2-s2.0-0036296154,12,Cai S.,Journal,2002-07-14,2002,,,03666999,6,914-918,Chinese Medical Journal,http://api.elsevier.com/content/abstract/scopus_id/0036296154,115,ar,Article
SCOPUS_ID:0036561703,,Construction of adenoviral vector encoding human VEGF(121) cDNA and its expression in vitro,2-s2.0-0036561703,2,Cai S.,Journal,2002-01-01,May 2002,,,05295815,5,379-382,Zhonghua wai ke za zhi [Chinese journal of surgery],http://api.elsevier.com/content/abstract/scopus_id/0036561703,40,ar,Article
SCOPUS_ID:84984865365,,Population-stratified analysis of bone mineral density distribution in cervical and lumbar vertebrae of Chinese from quantitative computed tomography,2-s2.0-84984865365,0,Zhang Y.,Journal,2016-09-01,September-October 2016,10.3348/kjr.2016.17.5.581,,12296929,5,581-589,Korean Journal of Radiology,http://api.elsevier.com/content/abstract/scopus_id/84984865365,17,ar,Article
SCOPUS_ID:84960884424,,Evaluate the early changes of myocardial fibers in rhesus monkey during sub-acute stage of myocardial infarction using diffusion tensor magnetic resonance imaging,2-s2.0-84960884424,2,Wang Y.,Journal,2016-05-01,"May 01, 2016",10.1016/j.mri.2015.12.007,18735894,0730725X,4,391-396,Magnetic Resonance Imaging,http://api.elsevier.com/content/abstract/scopus_id/84960884424,34,ar,Article
SCOPUS_ID:40549146562,,Normal birth from cryopreserved embryos after intracytoplasmic sperm injection of frozen semen into vitrified human oocytes,2-s2.0-40549146562,9,Chen G.,Journal,2008-03-14,2008,10.1080/14647270701510025,17428149,14647273,1,49-51,Human Fertility,http://api.elsevier.com/content/abstract/scopus_id/40549146562,11,ar,Article
SCOPUS_ID:21644459807,,Cryoloop vitrification of rabbit oocytes,2-s2.0-21644459807,47,Cai X.,Journal,2005-07-01,July 2005,10.1093/humrep/deh805,,02681161,7,1969-1974,Human Reproduction,http://api.elsevier.com/content/abstract/scopus_id/21644459807,20,ar,Article
SCOPUS_ID:14744271876,,Influence of cryoprotectant and cooling rate in vitrification method on the spindles of rabbit oocytes.,2-s2.0-14744271876,1,Cai X.,Journal,2004-12-01,December 2004,,,1671167X,6,566-570,Beijing da xue xue bao. Yi xue ban = Journal of Peking University. Health sciences,http://api.elsevier.com/content/abstract/scopus_id/14744271876,36,ar,Article
SCOPUS_ID:85021645070,,Air stagnation in China (1985-2014): Climatological mean features and trends,2-s2.0-85021645070,1,Huang Q.,Journal,2017-06-28,28 June 2017,10.5194/acp-17-7793-2017,16807324,16807316,12,7793-7805,Atmospheric Chemistry and Physics,http://api.elsevier.com/content/abstract/scopus_id/85021645070,17,ar,Article
SCOPUS_ID:84973129546,,Contribution of Low-Frequency Motions to Sensible Heat Fluxes over Urban and Suburban Areas,2-s2.0-84973129546,2,Zhang H.,Journal,2016-10-01,1 October 2016,10.1007/s10546-016-0163-8,15731472,00068314,1,183-201,Boundary-Layer Meteorology,http://api.elsevier.com/content/abstract/scopus_id/84973129546,161,ar,Article
SCOPUS_ID:84959248181,,High-resolution ammonia emissions inventories in China from 1980 to 2012,2-s2.0-84959248181,21,Kang Y.,Journal,2016-02-23,23 February 2016,10.5194/acp-16-2043-2016,16807324,16807316,4,2043-2058,Atmospheric Chemistry and Physics,http://api.elsevier.com/content/abstract/scopus_id/84959248181,16,ar,Article
SCOPUS_ID:84949623751,,Study on the synoptic flow patterns and boundary layer process of the severe haze events over the North China Plain in January 2013,2-s2.0-84949623751,12,Ye X.,Journal,2016-01-01,"January 01, 2016",10.1016/j.atmosenv.2015.06.011,18732844,13522310,,129-145,Atmospheric Environment,http://api.elsevier.com/content/abstract/scopus_id/84949623751,124,ar,Article
SCOPUS_ID:84905027090,,"Formation energy study of oxygen vacancies in undoped, aluminum-doped and nitrogen-doped TaOx-based RRAM by first principle simulation",2-s2.0-84905027090,0,Deng H.,Conference Proceeding,2014-01-01,2014,10.1149/06001.0015ecst,19386737,19385862,1,15-19,ECS Transactions,http://api.elsevier.com/content/abstract/scopus_id/84905027090,60,cp,Conference Paper
SCOPUS_ID:84907416835,6865266,Resistive switching in organic memory devices for flexible applications,2-s2.0-84907416835,1,Huang R.,Conference Proceeding,2014-01-01,2014,10.1109/ISCAS.2014.6865266,,02714310,,838-841,Proceedings - IEEE International Symposium on Circuits and Systems,http://api.elsevier.com/content/abstract/scopus_id/84907416835,,cp,Conference Paper
SCOPUS_ID:84904191903,6839676,Inorganic-organic hybrid resistive switching memory with high uniformity and multilevel operation,2-s2.0-84904191903,0,Liu Y.,Conference Proceeding,2014-01-01,2014,10.1109/VLSI-TSA.2014.6839676,,,,,"Proceedings of Technical Program - 2014 International Symposium on VLSI Technology, Systems and Application, VLSI-TSA 2014",http://api.elsevier.com/content/abstract/scopus_id/84904191903,,cp,Conference Paper
SCOPUS_ID:84873057368,6407719,Record low-power organic RRAM with Sub-20-nA reset current,2-s2.0-84873057368,17,Bai W.,Journal,2013-01-14,2013,10.1109/LED.2012.2231047,,07413106,2,223-225,IEEE Electron Device Letters,http://api.elsevier.com/content/abstract/scopus_id/84873057368,34,ar,Article
SCOPUS_ID:84873550121,6391067,Finite-time containment control for multi-agent systems with single-integrator dynamics,2-s2.0-84873550121,7,Cai Y.,Conference Proceeding,2012-12-01,2012,,21612927,19341768,,6433-6438,"Chinese Control Conference, CCC",http://api.elsevier.com/content/abstract/scopus_id/84873550121,,cp,Conference Paper
SCOPUS_ID:84873559815,6391031,Reaching consensus at a preset time: Single-integrator dynamics case,2-s2.0-84873559815,4,Cai Y.,Conference Proceeding,2012-12-01,2012,,21612927,19341768,,6220-6225,"Chinese Control Conference, CCC",http://api.elsevier.com/content/abstract/scopus_id/84873559815,,cp,Conference Paper
SCOPUS_ID:84873556417,6391046,Reaching consensus at a preset time: Double-integrator dynamics case,2-s2.0-84873556417,1,Cai Y.,Conference Proceeding,2012-12-01,2012,,21612927,19341768,,6309-6314,"Chinese Control Conference, CCC",http://api.elsevier.com/content/abstract/scopus_id/84873556417,,cp,Conference Paper
SCOPUS_ID:34249835412,,Identification and synthesis of insect pheromone XXX. Sex pheromone of mulberry clearwing moth Paradoxecia pieli Lieu,2-s2.0-34249835412,1,Zhong-Xin T.,Journal,1992-03-01,March 1992,10.1007/BF00994241,15731561,00980331,3,419-425,Journal of Chemical Ecology,http://api.elsevier.com/content/abstract/scopus_id/34249835412,18,ar,Article
SCOPUS_ID:84944507544,,Identification of three sex pheromone components of the female saturniid moth antheraea pernyi (Lepidoptera: Saturniidae),2-s2.0-84944507544,23,Bestmann H.,Journal,1987-05-01,1 May 1987,10.1515/znc-1987-0521,18657125,09395075,5,631-636,Zeitschrift fur Naturforschung - Section C Journal of Biosciences,http://api.elsevier.com/content/abstract/scopus_id/84944507544,42,ar,Article
SCOPUS_ID:85007797446,,"Technological progress, structural change and China¡¯s energy efficiency",2-s2.0-85007797446,4,Junsong W.,Journal,2009-01-01,January 2009,10.1080/10042857.2009.10684923,23254262,10042857,2,44-49,Chinese Journal of Population Resources and Environment,http://api.elsevier.com/content/abstract/scopus_id/85007797446,7,ar,Article
SCOPUS_ID:33644818041,,Regional decentralisation and location of foreign direct investment in China,2-s2.0-33644818041,23,Canfei H.,Journal,2006-03-01,March 2006,10.1080/14631370500505131,,14631377,1,33-50,Post-Communist Economies,http://api.elsevier.com/content/abstract/scopus_id/33644818041,18,ar,Article
SCOPUS_ID:0042188627,,Generation of VUV/XUV coherent radiation in molecular gases,2-s2.0-0042188627,1,Xie X.,Journal,2000-03-01,March 2000,,,10069283,3,280-290,"Science in China, Series A: Mathematics, Physics, Astronomy",http://api.elsevier.com/content/abstract/scopus_id/0042188627,43,ar,Article
SCOPUS_ID:0033482752,,Three-photon resonant third harmonic generation of H<inf>2</inf> in vacuum ultraviolet and extreme ultraviolet regions,2-s2.0-0033482752,2,Xie X.,Journal,1999-12-01,1999,10.1088/0256-307X/16/11/014,,0256307X,11,816-818,Chinese Physics Letters,http://api.elsevier.com/content/abstract/scopus_id/0033482752,16,ar,Article
SCOPUS_ID:0032399897,,Two- and three-photon resonant third harmonic generation in molecular nitrogen,2-s2.0-0032399897,2,Wang P.,Journal,1998-12-01,1998,10.1088/0256-307X/15/4/013,,0256307X,4,269-271,Chinese Physics Letters,http://api.elsevier.com/content/abstract/scopus_id/0032399897,15,ar,Article
SCOPUS_ID:0031322050,,Two-photon resonant third harmonic generation in carbon monoxide,2-s2.0-0031322050,3,Wang P.,Journal,1997-12-01,1997,10.1088/0256-307X/14/5/011,,0256307X,5,360-363,Chinese Physics Letters,http://api.elsevier.com/content/abstract/scopus_id/0031322050,14,ar,Article
SCOPUS_ID:80052065247,,[Prognostic significance of minimal residual disease detected by multiparameter flow cytometry in acute myeloid leukemia].,2-s2.0-80052065247,6,Wang Y.,Journal,2009-06-01,June 2009,,,10092137,3,551-556,Zhongguo shi yan xue ye xue za zhi / Zhongguo bing li sheng li xue hui = Journal of experimental hematology / Chinese Association of Pathophysiology,http://api.elsevier.com/content/abstract/scopus_id/80052065247,17,ar,Article
SCOPUS_ID:79960655784,,[Expression of 5 genes in CD7 positive acute myeloid leukemia stem/progenitor cells from bone marrow].,2-s2.0-79960655784,0,Wu H.,Journal,2009-04-01,April 2009,,,10092137,2,298-303,Zhongguo shi yan xue ye xue za zhi / Zhongguo bing li sheng li xue hui = Journal of experimental hematology / Chinese Association of Pathophysiology,http://api.elsevier.com/content/abstract/scopus_id/79960655784,17,ar,Article
SCOPUS_ID:77649306947,,The immunophenotypic analysis of CD7+ and (or) CD56+ acute myeloid leukemic stem cells and its applications in minimal residual disease detection,2-s2.0-77649306947,2,Cao H.,Journal,2008-01-01,January 2008,,,02532727,1,23-28,Zhonghua xue ye xue za zhi = Zhonghua xueyexue zazhi,http://api.elsevier.com/content/abstract/scopus_id/77649306947,29,ar,Article
SCOPUS_ID:16244415554,,Animal experimental study on U<inf>14</inf> cell apoptosis induced by Lactobacillus,2-s2.0-16244415554,0,Li X.,Journal,2004-04-01,April 2004,,,02545101,4,268-271,Chinese Journal of Microbiology and Immunology,http://api.elsevier.com/content/abstract/scopus_id/16244415554,24,ar,Article
SCOPUS_ID:84957580519,122401,Design of a novel static-triggered power-rail ESD clamp circuit in a 65-nm CMOS process,2-s2.0-84957580519,0,Lu G.,Journal,2016-12-01,1 December 2016,10.1007/s11432-015-5455-y,,1674733X,12,,Science China Information Sciences,http://api.elsevier.com/content/abstract/scopus_id/84957580519,59,ar,Article
SCOPUS_ID:84944712062,042407,Area-efficient transient power-rail electrostatic discharge clamp circuit with mis-triggering immunity in a 65-nm CMOS process,2-s2.0-84944712062,2,Wang Y.,Journal,2016-04-01,1 April 2016,10.1007/s11432-015-5398-3,,1674733X,4,,Science China Information Sciences,http://api.elsevier.com/content/abstract/scopus_id/84944712062,59,ar,Article
SCOPUS_ID:84947706676,108503,A novel diode string triggered gated-PiN junction device for electrostatic discharge protection in 65-nm CMOS technology,2-s2.0-84947706676,2,Zhang L.,Journal,2015-08-20,20 August 2015,10.1088/1674-1056/24/10/108503,,16741056,10,,Chinese Physics B,http://api.elsevier.com/content/abstract/scopus_id/84947706676,24,ar,Article
SCOPUS_ID:84922388860,,Investigation on the layout strategy of ggNMOS ESD protection devices for uniform conduction behavior and optimal width scaling,2-s2.0-84922388860,4,Lu G.,Journal,2015-01-01,2015,10.1007/s11432-014-5245-y,,1674733X,4,,Science China Information Sciences,http://api.elsevier.com/content/abstract/scopus_id/84922388860,58,ar,Article
SCOPUS_ID:85015981214,7860551,Dynamic Proofs of Retrievability with improved worst case overhead,2-s2.0-85015981214,0,Yu X.,Conference Proceeding,2017-02-21,21 February 2017,10.1109/CNS.2016.7860551,,,,576-580,"2016 IEEE Conference on Communications and Network Security, CNS 2016",http://api.elsevier.com/content/abstract/scopus_id/85015981214,,cp,Conference Paper
SCOPUS_ID:33747365671,,The C46359T polymorphism of DNMT3B promoter gene and pathogenesis of acute leukemia,2-s2.0-33747365671,10,Li Y.,Journal,2005-01-01,Aug 2005,,,05781426,8,588-591,Zhonghua nei ke za zhi [Chinese journal of internal medicine],http://api.elsevier.com/content/abstract/scopus_id/33747365671,44,ar,Article
SCOPUS_ID:1542753741,,"The expression of DNA methyltransferase DNMT1, 3A and 3B in acute leukemia and myelodysplastic syndrome",2-s2.0-1542753741,2,Li Y.,Journal,2003-01-01,Oct 2003,,,05781426,10,688-691,Zhonghua nei ke za zhi [Chinese journal of internal medicine],http://api.elsevier.com/content/abstract/scopus_id/1542753741,42,ar,Article
SCOPUS_ID:0036660722,,New stray-immune interface circuit for capacitive sensors,2-s2.0-0036660722,3,Cao X.,Journal,2002-07-01,July 2002,,,02534177,7,762-765,Pan Tao Ti Hsueh Pao/Chinese Journal of Semiconductors,http://api.elsevier.com/content/abstract/scopus_id/0036660722,23,ar,Article
SCOPUS_ID:0035772747,,Design and simulation of a novel piezoresistive accelerometer for high accuracy and overload ability,2-s2.0-0035772747,0,Zhang W.,Conference Proceeding,2001-12-01,2001,10.1117/12.444673,,0277786X,,184-187,Proceedings of SPIE - The International Society for Optical Engineering,http://api.elsevier.com/content/abstract/scopus_id/0035772747,4600,cp,Conference Paper
SCOPUS_ID:84964507866,982012,The design and fabrication of a miniaturized differential-capacitive triaxial accelerometer,2-s2.0-84964507866,3,Cao X.,Conference Proceeding,2001-01-01,2001,10.1109/ICSICT.2001.982012,,,,785-788,"2001 6th International Conference on Solid-State and Integrated Circuit Technology, ICSICT 2001 - Proceedings",http://api.elsevier.com/content/abstract/scopus_id/84964507866,2,cp,Conference Paper
SCOPUS_ID:84949548590,,An integrated exposure assessment of phthalates for the general population in China based on both exposure scenario and biomonitoring estimation approaches,2-s2.0-84949548590,2,Cao Y.,Journal,2016-02-01,"February 01, 2016",10.1016/j.yrtph.2015.11.019,10960295,02732300,,34-41,Regulatory Toxicology and Pharmacology,http://api.elsevier.com/content/abstract/scopus_id/84949548590,74,ar,Article
SCOPUS_ID:84949097038,,Application of the GREAT-ER model for environmental risk assessment of nonylphenol and nonylphenol ethoxylates in China,2-s2.0-84949097038,1,Zhang L.,Journal,2015-12-01,1 December 2015,10.1007/s11356-015-5352-3,16147499,09441344,23,18531-18540,Environmental Science and Pollution Research,http://api.elsevier.com/content/abstract/scopus_id/84949097038,22,ar,Article
SCOPUS_ID:84950134060,,"Fluoroquinolones in the Wenyu River catchment, China: Occurrence simulation and risk assessment",2-s2.0-84950134060,2,Hao X.,Journal,2015-12-01,1 December 2015,10.1002/etc.3158,15528618,07307268,12,2764-2770,Environmental Toxicology and Chemistry,http://api.elsevier.com/content/abstract/scopus_id/84950134060,34,ar,Article
SCOPUS_ID:84940761089,,"Status quo, uncertainties and trends analysis of environmental risk assessment for PFASs",2-s2.0-84940761089,1,Hao X.,Journal,2015-01-01,15 August 2015,10.13227/j.hjkx.2015.08.052,,02503301,8,3106-3118,Huanjing Kexue/Environmental Science,http://api.elsevier.com/content/abstract/scopus_id/84940761089,36,ar,Article
SCOPUS_ID:84930934967,,Novel mechanisms for superoxide-scavenging activity of human manganese superoxide dismutase determined by the K68 key acetylation site,2-s2.0-84930934967,10,Lu J.,Journal,2015-06-11,11 June 2015,10.1016/j.freeradbiomed.2015.04.011,18734596,08915849,,114-126,Free Radical Biology and Medicine,http://api.elsevier.com/content/abstract/scopus_id/84930934967,85,ar,Article
